Gene Name	Left-End-Position	Right-End-Position	Product
ydiY	1805325	1806083	acid-inducible putative outer membrane protein YdiY
dmsB	943414	944031	dimethyl sulfoxide reductase subunit B
yrdE	3404638	3405031	
rplU	3333140	3333451	50S ribosomal subunit protein L21
ymdA	1105414	1105725	uncharacterized protein YmdA
fabA	1015952	1016470	&beta;-hydroxyacyl-acyl carrier protein dehydratase/isomerase
yehW	2215745	2216476	glycine betaine ABC transporter membrane subunit YehW
rclA	318676	320001	cupric reductase RclA
pgm	713558	715198	phosphoglucomutase
fimH	4548808	4549710	type 1 fimbriae D-mannose specific adhesin
speF	718262	720460	inducible ornithine decarboxylase
gndA	2100863	2101027	heat shock-induced protein GndA
csgE	1102152	1102541	curli assembly component CsgE
yggX	3104093	3104368	putative Fe<sup>2+</sup>-trafficking protein
rffM	3979956	3980696	UDP-N-acetyl-D-mannosaminuronic acid transferase
yidI	3856415	3856864	putative inner membrane protein YidI
paaY	1464471	1465061	2-hydroxycyclohepta-1,4,6-triene-1-carboxyl-CoA thioesterase
rrsD	3427221	3428762	16S ribosomal RNA
lpxP	2495645	2496565	palmitoleoyl acyltransferase
hyuA	3010028	3011413	phenylhydantoinase
sdsR	1923104	1923207	small regulatory RNA SdsR
hslO	3529774	3530652	molecular chaperone Hsp33
ydaY	1425621	1425980	Rac prophage; putative uncharacterized protein YdaY
yraR	3298211	3298846	putative nucleoside-diphosphate-sugar epimerase
dcuR	4349315	4350034	DcuR // DNA-binding transcriptional activator DcuR
icdC	1211413	1211577	protein IcdC
rpsI	3377815	3378207	30S ribosomal subunit protein S9
accD	2433012	2433926	acetyl-CoA carboxyltransferase subunit &beta;
insH9	3130214	3131194	IS<i>5</i> transposase and trans-activator
recA	2822708	2823769	DNA recombination/repair protein RecA
btuC	1794172	1795152	vitamin B<sub>12</sub> ABC transporter membrane subunit
ypfM	2590807	2590866	uncharacterized protein YpfM
galK	788831	789979	galactokinase
och5	3067187	3067344	small regulatory RNA Och5
mdtE	3659232	3660389	multidrug efflux pump membrane fusion protein MdtE
cysJ	2890099	2891898	sulfite reductase, flavoprotein subunit
rrlB	4168641	4171544	23S ribosomal RNA
xylE	4240779	4242254	D-xylose:H<sup>+</sup> symporter
mobB	4040906	4041433	molybdopterin-guanine dinucleotide biosynthesis adaptor protein
aroM	407428	408105	protein AroM
ymfN	1204170	1205537	e14 prophage; chimeric replication protein/phage terminase YmfN
ycbJ	971752	972645	putative phosphotransferase YcbJ
torR	1057262	1057954	DNA-binding transcriptional dual regulator TorR
ygaH	2810344	2810679	L-valine exporter, YgaH component
yjiV	4574135	4576855	putative uncharacterized protein YjiV
rplY	2282517	2282801	50S ribosomal subunit protein L25
ybfP	715412	715906	lipoprotein YbfP
fabD	1149728	1150657	[acyl-carrier-protein] <i>S</i>-malonyltransferase
asnB	697513	699177	asparagine synthetase B
ycjP	1374090	1374932	putative ABC transporter membrane subunit YcjP
rhaA	4094723	4095982	L-rhamnose isomerase
cusB	597479	598702	copper/silver export system membrane fusion protein
sfmF	563330	563845	putative fimbrial protein SfmF
ymdF	1068081	1068254	stress-induced bacterial acidophilic repeat motifs-containing protein YmdF
ivy	240343	240816	periplasmic chaperone, inhibitor of vertebrate C-type lysozyme
umuD	1230767	1231186	DNA polymerase V protein UmuD
cysD	2875421	2876329	sulfate adenylyltransferase subunit 2
rsxC	1706919	1709141	SoxR [2Fe-2S] reducing system protein RsxC
b2191	2288905	2289027	
yegV	2181096	2182061	putative sugar kinase YegV
rrfG	2726069	2726188	5S ribosomal RNA
citT	645117	646580	citrate:succinate antiporter
yfjS	2770681	2771124	CP4-57 prophage; inner membrane lipoprotein YfjS
ybcJ	556661	556873	putative RNA-binding protein YbcJ
hscC	681723	683393	chaperone protein HscC
borD	578600	578893	DLP12 prophage; prophage lipoprotein BorD
yabQ	59121	59279	protein YabQ
nikD	3617015	3617779	Ni(2+) ABC transporter ATP binding subunit NikD
rplF	3445607	3446140	50S ribosomal subunit protein L6
fabF	1151939	1153180	3-oxoacyl-[acyl carrier protein] synthase 2
insD1	381674	382579	IS2 element protein
radA	4625912	4627294	DNA recombination protein
dppC	3703859	3704761	dipeptide ABC transporter membrane subunit DppC
yqiM	3247668	3247751	protein YqiM
cpsB	2123084	2124520	mannose-1-phosphate guanylyltransferase
ydiE	1789613	1789804	PF10636 family protein YdiE
trkA	3436518	3437894	NAD-binding component of Trk potassium transporters
aslA	3984352	3986007	putative sulfatase AslA
rrfC	3946700	3946819	5S ribosomal RNA
rhaS	4097736	4098572	DNA-binding transcriptional activator RhaS
hxpA	2411439	2412089	hexitol phosphatase A
yagL	293220	293918	CP4-6 prophage; resolvase-like catalytic domain-containing protein YagL
yciN	1330417	1330668	protein YciN
menA	4119423	4120349	1,4-dihydroxy-2-naphthoate octaprenyltransferase
fabB	2440385	2441605	3-oxoacyl-[acyl carrier protein] synthase 1
metI	220968	221621	L-methionine/D-methionine ABC transporter membrane subunit
yafL	246712	247461	NlpC/P60 family protein YafL
rpiA	3058666	3059325	ribose-5-phosphate isomerase A
yfcV	2455083	2455646	putative fimbrial protein YfcV
astB	1826916	1828259	<i>N</i>-succinylarginine dihydrolase
yhjR	3695997	3696185	PF10945 family protein YhjR
yhbQ	3299966	3300268	DNA damage response nuclease YhbQ
yaaA	5683	6459	DNA binding and peroxide stress response protein YaaA
ynjE	1839467	1840774	molybdopterin synthase sulfurtransferase
ychE	1298598	1299245	MarC family putative inner membrane protein YchE
rrsB	4166659	4168200	16S ribosomal RNA
glcB	3121634	3123805	malate synthase G
msrC	1915631	1916128	free methionine-(<i>R</i>)-sulfoxide reductase
ryfA	2653855	2654158	small regulatory RNA RyfA
iscX	2656536	2656736	accessory iron-sulfur cluster assembly protein IscX
ykfG	264256	264732	CP4-6 prophage; RadC-like JAB domain-containing protein YkfG
yqgD	3086399	3086650	DUF2684 domain-containing protein YqgD
hydN	2837578	2838105	putative electron transport protein HydN
wzc	2133490	2135652	protein-tyrosine kinase Wzc
fabI	1350251	1351039	enoyl-[acyl-carrier-protein] reductase
insB9	257923	258426	IS1 transposase B
ssb	4274125	4274661	ssDNA-binding protein
modB	795862	796551	molybdate ABC transporter membrane subunit
yljB	922740	922814	protein YljB
araE	2980764	2982182	arabinose:H<sup>+</sup> symporter
yehL	2204596	2205684	putative AAA+ MoxR family ATPase YehL
yidJ	3856911	3858404	putative sulfatase/phosphatase YidJ
ffs	476448	476561	signal recognition particle 4.5S RNA
mtlA	3772281	3774194	mannitol-specific PTS enzyme IICBA component
panZ	3597984	3598367	acetyl-CoA-bound PanD maturation factor // PanD maturation factor
ydjX	1833401	1834111	DedA family protein YdjX
yijF	4137040	4137657	DUF1287 domain-containing protein YijF
cspF	1641855	1642067	Qin prophage; cold shock-like protein CspF
metQ	220113	220928	L-methionine/D-methionine ABC transporter membrane anchored binding protein
narV	1535937	1536617	nitrate reductase Z subunit &gamma;
entC	624885	626060	isochorismate synthase EntC
wcaC	2130853	2132070	colanic acid biosynthesis galactosyltransferase WcaC
feoC	3542728	3542964	ferrous iron transport protein FeoC
ysdE	3853766	3853840	protein YsdE
radD	2280632	2282392	putative DNA repair helicase RadD
fabG	1150670	1151404	3-oxoacyl-[acyl-carrier-protein] reductase FabG
mhpA	368611	370275	3-(3-hydroxyphenyl)propanoate hydroxylase
lolC	1175427	1176626	lipoprotein release complex - inner membrane subunit
fecB	4513406	4514308	ferric citrate ABC transporter periplasmic binding protein
yiiG	4087002	4088057	DUF3829 domain-containing lipoprotein YiiG
yadN	156299	156883	putative fimbrial protein YadN
gcvA	2941650	2942567	DNA-binding transcriptional dual regulator GcvA
yjfN	4416017	4416292	protease activator YjfN
argP	3059753	3060646	DNA-binding transcriptional dual regulator ArgP
ydeN	1580842	1582524	putative sulfatase YdeN
rseC	2707322	2707801	protein RseC
b0165	184987	185118	
ydjL	1860256	1861332	putative zinc-binding dehydrogenase YdjL
rrfF	3423423	3423542	5S ribosomal RNA
gatD	2171833	2172873	galactitol-1-phosphate 5-dehydrogenase
nhoA	1534024	1534869	arylamine <i>N</i>-acetyltransferase
rhlE	830872	832236	ATP-dependent RNA helicase RhlE
dsbG	637827	638573	protein sulfenic acid reductase and chaperone DsbG
ydfB	1648665	1648793	Qin prophage; uncharacterized protein YdfB
lptA	3343380	3343937	lipopolysaccharide transport system protein LptA
bcsG	3698214	3699893	cellulose phosphoethanolamine transferase
hyaA	1032139	1033257	hydrogenase 1 small subunit
wcaF	2128340	2128888	colanic acid biosynthesis acetyltransferase WcaF
entD	609459	610079	phosphopantetheinyl transferase EntD
cysQ	4436755	4437495	3'(2'),5'-bisphosphate nucleotidase
insEF5	2170236	2171398	IS3 element transposase
yjfF	4453583	4454578	galactofuranose ABC transporter putative membrane subunit YjtF
yncO	1530319	1530504	protein YncO
alsR	4312101	4312991	DNA-binding transcriptional repressor AlsR
pstS	3910485	3911525	phosphate ABC transporter periplasmic binding protein
yidQ	3867728	3868060	DUF1375 domain-containing putative lipoprotein YidQ
yacG	111649	111846	DNA gyrase inhibitor YacG
cysN	2873992	2875419	sulfate adenylyltransferase subunit 1
rrlG	2726281	2729184	23S ribosomal RNA
malP	3550080	3552473	maltodextrin phosphorylase
yciO	1324098	1324718	putative RNA-binding protein YciO
yigF	4002419	4002799	DUF2628 domain-containing protein YigF
pspB	1368801	1369025	phage shock protein B
tcyJ	1999585	2000385	cystine ABC transporter periplasmic binding protein
hyfI	2610706	2611464	hydrogenase 4 catalytic subunit HyfI
wcaL	2115907	2117127	putative colanic acid biosynthesis glycosyl transferase WcaL
entA	628551	629297	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
evgL	2483729	2483758	protein EvgL
fabY	4077449	4078438	putative fatty acid biosynthesis enzyme FabY
hcaC	2670908	2671228	putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin subunit
lptC	3342836	3343411	lipopolysaccharide transport system protein LptC
nikA	3613667	3615241	Ni(2+) ABC transporter periplasmic binding protein
yjiK	4562743	4563603	PF06977 family protein YjiK
yfcP	2450051	2450590	putative fimbrial protein YfcP
purR	1737844	1738869	DNA-binding transcriptional repressor PurR
rpmH	3884336	3884476	50S ribosomal subunit protein L34
spy	1825140	1825625	ATP-independent periplasmic chaperone
ortT	1517389	1517562	orphan toxin OrtT
cysH	2887578	2888312	phosphoadenosine phosphosulfate reductase
hemY	3986686	3987882	protein HemY
rrsE	4208147	4209688	16S ribosomal RNA
treF	3669592	3671241	cytoplasmic trehalase
gfcE	1044664	1045803	putative exopolysaccharide export lipoprotein GfcE
csrC	4051036	4051281	small regulatory RNA CsrC
cnoX	517425	518279	chaperedoxin
dicC	1647620	1647850	Qin prophage; putative DNA-binding transcriptional regulator DicC
lsrB	1605051	1606073	Autoinducer-2 ABC transporter periplasmic binding protein
ygcG	2905711	2906583	TPM domain-containing protein YgcG
erpA	176610	176954	iron-sulfur cluster insertion protein ErpA
wcaI	2124523	2125746	colanic acid biosynthesis fucosyltransferase WcaI
entE	626070	627680	2,3-dihydroxybenzoate-AMP ligase
accC	3405917	3407266	biotin carboxylase
insI3	4507466	4508617	KpLE2 phage-like element; IS30 transposase
ybhS	826119	827252	ABC exporter membrane subunit YbhS
yadW	176552	176617	protein YadW
paaF	1457497	1458264	putative 2,3-dehydroadipyl-CoA hydratase
mppA	1393227	1394840	murein tripeptide ABC transporter periplasmic binding protein
yhcA	3362112	3362786	putative fimbrial chaperone YhcA
pspA	1368079	1368747	phage shock protein A
yjcS	4304612	4306597	linear primary-alkylsulfatase
rrlC	3943704	3946607	23S ribosomal RNA
galT	789983	791029	galactose-1-phosphate uridylyltransferase
ybhL	819884	820588	Bax1-I family protein YbhL
yheU	3484218	3484436	PF06794 family protein YheU
yjgZ	4501260	4501589	KpLE2 phage-like element; uncharacterized protein YjgZ
gsiB	869411	870949	glutathione ABC transporter periplasmic binding protein
napG	2299565	2300260	ferredoxin-type protein NapG
gshA	2814883	2816439	glutamate&mdash;cysteine ligase
wzb	2135655	2136098	protein-tyrosine phosphatase
letB	1917510	1920143	lipophilic envelope spanning tunnel
yqiD	3183381	3183551	protein YqiD
yedK	2009821	2010489	genome maintenance protein
cfa	1741413	1742561	cyclopropane fatty acyl phospholipid synthase
ackA	2413470	2414672	acetate kinase
ugpE	3589182	3590027	<i>sn</i>-glycerol 3-phosphate ABC transporter membrane subunit UgpE
thiB	74497	75480	thiamine ABC transporter periplasmic binding protein
uhpT	3845776	3847167	hexose-6-phosphate:phosphate antiporter
ppdD	117109	117549	prepilin-type N-terminal cleavage/methylation domain-containing protein PpdD
yjdF	4344929	4345558	DUF2238 domain-containing inner membrane protein YjdF
sufE	1758874	1759290	sulfur carrier protein SufE
rarA	937994	939337	replication-associated recombination protein A
glpE	3561497	3561823	thiosulfate sulfurtransferase GlpE
hisQ	2425230	2425916	lysine/arginine/ornithine ABC transporter / histidine ABC transporter, membrane subunit HisQ
C0299	1230629	1230707	
ydhI	1721025	1721261	DUF1656 domain-containing protein YdhI
rrfH	228756	228875	5S ribosomal RNA
ptsA	4139720	4142221	putative PTS multiphosphoryl transfer protein PtsA
pdeB	477067	478617	c-di-GMP phosphodiesterase PdeB
ryeA	1923066	1923337	small antisense RNA RyeA
htpG	495120	496994	chaperone protein HtpG
abpA	2763537	2765153	CP4-57 prophage; anti-bacteriophage protein
fepB	623554	624510	ferric enterobactin ABC transporter periplasmic binding protein
yohJ	2230624	2231022	putative 3-hydroxypropanoate export protein YohJ
fdoH	4081857	4082759	formate dehydrogenase O subunit &beta;
wcaB	2132067	2132555	colanic acid biosynthesis acetyltransferase WcaB
gshB	3091878	3092828	glutathione synthetase
ispD	2871780	2872490	2-<i>C</i>-methyl-D-erythritol 4-phosphate cytidylyltransferase
acpS	2700618	2700998	holo-[acyl-carrier-protein] synthase
insL3	2514331	2515443	putative IS186/IS421 transposase
ynjC	1837212	1838747	putative ABC transporter membrane subunit YnjC
yjbS	4268809	4269012	uncharacterized protein YjbS
prpB	348682	349572	2-methylisocitrate lyase
sbp	4108834	4109823	sulfate/thiosulfate ABC transporter periplasmic binding protein Sbp
gspB	3453508	3453927	putative general secretion pathway protein B
ptsN	3346578	3347069	PtsN-<i>N</i>-phospho-L-histidine // phosphotransferase system enzyme IIA(Ntr)
ssuD	994843	995988	FMNH<sub>2</sub>-dependent alkanesulfonate monooxygenase
rrfD	3423668	3423787	5S ribosomal RNA
ebgC	3225722	3226171	DUF386 domain-containing evolved &beta;-D-galactosidase subunit &beta;
rttR	1287066	1287236	small RNA RttR
yfaT	2334336	2334959	DUF1175 domain-containing protein YfaT
yfdR	2474984	2475520	CPS-53 (KpLE1) prophage; 5'-deoxynucleotidase
cysP	2542512	2543528	thiosulfate/sulfate ABC transporter periplasmic binding protein CysP
narP	2290500	2291147	DNA-binding transcriptional dual regulator NarP-phosphorylated // DNA-binding transcriptional dual regulator NarP
wcaE	2128904	2129650	GDP-Fuc:2/3-O-Ac-alpha-L-Fuc-(1->3)-alpha-D-Glc-PP-Und alpha-(1,4)-fucosyltransferase
ymgK	1212260	1212304	protein YmgK
rclC	317726	318319	DUF417 domain-containing inner membrane protein RclC
nikB	3615241	3616185	Ni(2+) ABC transporter membrane subunit NikB
rbsB	3936278	3937168	ribose ABC transporter periplasmic binding protein
yphF	2678384	2679367	putative ABC transporter periplasmic binding protein YphF
csgB	1103951	1104406	curlin, minor subunit
dtpD	741075	742556	dipeptide:H<sup>+</sup> symporter DtpD
zapG	3380191	3380589	Z-ring associated protein G
eco	2303905	2304393	serine protease inhibitor ecotin
yjaA	4213234	4213617	stress response protein
csdE	2944542	2944985	sulfur acceptor protein CsdE
ynbC	1479138	1480895	hydrolase/methyltransferase domain-containing protein YnbC
rrsC	3941808	3943349	16S ribosomal RNA
caiT	40417	41931	L-carnitine:&gamma;-butyrobetaine antiporter
ytiE	4568692	4568727	protein YtiE
sroC	686681	686843	small regulatory RNA SroC
ecpE	304495	305205	putative fimbrial chaperone EcpE
yeeS	2076308	2076754	CP4-44 prophage; RadC-like JAB domain-containing protein YeeS
oppA	1301182	1302813	oligopeptide ABC transporter periplasmic binding protein
ypeA	2551713	2552138	putative acetyltransferase YpeA
narI	1285849	1286526	nitrate reductase A subunit &gamma;
wcaK	2117124	2118404	colanic acid biosynthesis pyruvyl transferase WcaK
ubiC	4252506	4253003	chorismate lyase
insE4	1095138	1095437	IS3 element protein InsE
pstC	3909439	3910398	phosphate ABC transporter membrane subunit PstC
yjdJ	4352085	4352357	putative <i>N</i>-acetyltransferase YjdJ
xapB	2522729	2523985	xanthosine:H+ symporter XapB
ynjB	1836073	1837239	putative ABC transporter periplasmic binding protein YnjB
yecA	1990954	1991619	uncharacterized iron-binding protein YecA
ybhB	807433	807909	putative kinase inhibitor
cysI	2888387	2890099	sulfite reductase, hemoprotein subunit
rrfA	4040517	4040636	5S ribosomal RNA
araH	1982554	1983540	arabinose ABC transporter membrane subunit
naRNA5	4325905	4325981	naRNA5
ynfD	1657565	1657870	DUF1161 domain-containing protein YnfD
ynfN	1637954	1638109	Qin prophage; protein YnfN
osmF	2218564	2219481	glycine betaine ABC transporter periplasmic binding protein OsmF
glpC	2355521	2356711	anaerobic glycerol-3-phosphate dehydrogenase subunit C
cpsG	2121609	2122979	phosphomannomutase
yehB	2188430	2190910	putative fimbrial usher protein YehB
yqfG	3032817	3032942	uncharacterized protein YqfG
crcB	657555	657938	F<sup>-</sup> channel
gpmM	3785260	3786804	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
fecD	4511458	4512414	ferric citrate ABC transporter membrane subunit FecD
gcvT	3049573	3050667	aminomethyltransferase
ssuA	995985	996944	aliphatic sulfonate ABC transporter periplasmic binding protein
yehA	2187380	2188414	putative fimbrial adhesin YehA
yghD	3110590	3111126	putative type II secretion system M-type protein YghD
trg	1492470	1494110	methyl-accepting chemotaxis protein Trg
topB	1844999	1846960	DNA topoisomerase III
cysC	2873387	2873992	adenylyl-sulfate kinase
